CEILING,LATITUDE,LONGITUDE
0,40.77084014,-73.90417259
0,40.77084014,-73.89583926
0,40.77084014,-73.88750592
0,40.77084014,-73.87917259
0,40.77084014,-73.87083925
0,40.77084014,-73.86250592
0,40.77084014,-73.85417258
0,40.77084014,-73.84583925
0,40.77084014,-73.83750591
0,40.77084014,-73.82917258
0,40.77084014,-73.82083924
0,40.77084014,-73.81250591
0,40.77084014,-73.80417257
200,40.77084014,-73.79583924
200,40.77084014,-73.7875059
400,40.77084014,-73.77917257
400,40.77084014,-73.77083923
400,40.77084014,-73.7625059
400,40.77084014,-73.75417256
400,40.77084014,-73.74583923
400,40.77084014,-73.73750589
0,40.77917347,-73.99583928
0,40.77917347,-73.98750594
400,40.77917347,-73.97917261
400,40.77917347,-73.97083927
400,40.77917347,-73.96250594
400,40.77917347,-73.9541726
300,40.77917347,-73.94583927
300,40.77917347,-73.93750593
100,40.77917347,-73.9291726
100,40.77917347,-73.92083926
0,40.77917347,-73.91250593
0,40.77917347,-73.90417259
0,40.77917347,-73.89583926
0,40.77917347,-73.88750592
0,40.77917347,-73.87917259
0,40.77917347,-73.87083925
0,40.77917347,-73.86250592
0,40.77917347,-73.85417258
0,40.77917347,-73.84583925
0,40.77917347,-73.83750591
400,40.77917347,-73.7625059
400,40.77917347,-73.75417256
400,40.77917347,-73.74583923
400,40.77917347,-73.73750589
0,40.78750681,-73.98750594
400,40.78750681,-73.97917261
400,40.78750681,-73.97083927
400,40.78750681,-73.96250594
400,40.78750681,-73.9541726
300,40.78750681,-73.94583927
300,40.78750681,-73.93750593
100,40.78750681,-73.9291726
100,40.78750681,-73.92083926
0,40.78750681,-73.91250593
0,40.78750681,-73.90417259
0,40.78750681,-73.89583926
0,40.78750681,-73.88750592
0,40.78750681,-73.87917259
0,40.78750681,-73.87083925
0,40.78750681,-73.86250592
0,40.78750681,-73.85417258
0,40.78750681,-73.84583925
0,40.78750681,-73.83750591
400,40.79584014,-73.97917261
400,40.79584014,-73.97083927
400,40.79584014,-73.96250594
400,40.79584014,-73.9541726
300,40.79584014,-73.94583927
300,40.79584014,-73.93750593
100,40.79584014,-73.9291726
100,40.79584014,-73.92083926
0,40.79584014,-73.91250593
0,40.79584014,-73.90417259
0,40.79584014,-73.89583926
0,40.79584014,-73.88750592
0,40.79584014,-73.87917259
0,40.79584014,-73.87083925
0,40.79584014,-73.86250592
0,40.79584014,-73.85417258
0,40.79584014,-73.84583925
0,40.79584014,-73.83750591
200,40.79584014,-73.82917258
200,40.79584014,-73.82083924
300,40.79584014,-73.81250591
300,40.79584014,-73.80417257
0,40.80417348,-73.97917261
300,40.80417348,-73.97083927
300,40.80417348,-73.96250594
300,40.80417348,-73.9541726
300,40.80417348,-73.94583927
300,40.80417348,-73.93750593
0,40.80417348,-73.9291726
0,40.80417348,-73.92083926
0,40.80417348,-73.91250593
0,40.80417348,-73.90417259
0,40.80417348,-73.89583926
0,40.80417348,-73.88750592
0,40.80417348,-73.87917259
0,40.80417348,-73.87083925
0,40.80417348,-73.86250592
0,40.80417348,-73.85417258
0,40.80417348,-73.84583925
0,40.80417348,-73.83750591
200,40.80417348,-73.82917258
200,40.80417348,-73.82083924
300,40.80417348,-73.81250591
300,40.80417348,-73.80417257
400,40.80417348,-73.79583924
0,40.81250681,-73.97083927
300,40.81250681,-73.96250594
300,40.81250681,-73.9541726
300,40.81250681,-73.94583927
300,40.81250681,-73.93750593
0,40.81250681,-73.9291726
0,40.81250681,-73.92083926
0,40.81250681,-73.91250593
0,40.81250681,-73.90417259
0,40.81250681,-73.89583926
0,40.81250681,-73.88750592
0,40.81250681,-73.87917259
0,40.81250681,-73.87083925
0,40.81250681,-73.86250592
0,40.81250681,-73.85417258
0,40.81250681,-73.84583925
0,40.81250681,-73.83750591
200,40.81250681,-73.82917258
200,40.81250681,-73.82083924
300,40.81250681,-73.81250591
300,40.81250681,-73.80417257
400,40.81250681,-73.79583924
400,40.82084015,-73.96250594
400,40.82084015,-73.9541726
300,40.82084015,-73.94583927
300,40.82084015,-73.93750593
300,40.82084015,-73.9291726
300,40.82084015,-73.92083926
0,40.82084015,-73.91250593
0,40.82084015,-73.90417259
0,40.82084015,-73.89583926
0,40.82084015,-73.88750592
0,40.82084015,-73.87917259
0,40.82084015,-73.87083925
0,40.82084015,-73.86250592
0,40.82084015,-73.85417258
0,40.82084015,-73.84583925
0,40.82084015,-73.83750591
0,40.82084015,-73.82917258
0,40.82084015,-73.82083924
200,40.82084015,-73.81250591
200,40.82084015,-73.80417257
400,40.82917348,-73.96250594
400,40.82917348,-73.9541726
300,40.82917348,-73.94583927
300,40.82917348,-73.93750593
300,40.82917348,-73.9291726
300,40.82917348,-73.92083926
0,40.82917348,-73.91250593
0,40.82917348,-73.90417259
0,40.82917348,-73.89583926
0,40.82917348,-73.88750592
0,40.82917348,-73.87917259
0,40.82917348,-73.87083925
0,40.82917348,-73.86250592
0,40.82917348,-73.85417258
0,40.82917348,-73.84583925
0,40.82917348,-73.83750591
0,40.82917348,-73.82917258
0,40.82917348,-73.82083924
200,40.82917348,-73.81250591
400,40.83750682,-73.9541726
400,40.83750682,-73.94583927
400,40.83750682,-73.93750593
400,40.83750682,-73.9291726
400,40.83750682,-73.92083926
400,40.83750682,-73.91250593
400,40.83750682,-73.90417259
400,40.83750682,-73.89583926
400,40.83750682,-73.88750592
400,40.83750682,-73.87917259
400,40.83750682,-73.87083925
300,40.83750682,-73.86250592
300,40.83750682,-73.85417258
300,40.83750682,-73.84583925
300,40.83750682,-73.83750591
200,40.83750682,-73.82917258
200,40.83750682,-73.82083924
200,40.83750682,-73.81250591
200,40.83750682,-73.80417257
400,40.84584015,-73.94583927
400,40.84584015,-73.93750593
400,40.84584015,-73.9291726
400,40.84584015,-73.92083926
400,40.84584015,-73.91250593
400,40.84584015,-73.90417259
400,40.84584015,-73.89583926
400,40.84584015,-73.88750592
400,40.84584015,-73.87917259
400,40.84584015,-73.87083925
300,40.84584015,-73.86250592
300,40.84584015,-73.85417258
300,40.84584015,-73.84583925
300,40.84584015,-73.83750591
200,40.84584015,-73.82917258
200,40.84584015,-73.82083924
200,40.84584015,-73.81250591
200,40.84584015,-73.80417257
400,40.84584015,-73.79583924
400,40.85417349,-73.94583927
400,40.85417349,-73.93750593
400,40.85417349,-73.9291726
400,40.85417349,-73.92083926
400,40.85417349,-73.91250593
400,40.85417349,-73.90417259
400,40.85417349,-73.89583926
400,40.85417349,-73.88750592
400,40.85417349,-73.87917259
400,40.85417349,-73.87083925
400,40.85417349,-73.86250592
400,40.85417349,-73.85417258
400,40.85417349,-73.84583925
400,40.85417349,-73.83750591
400,40.85417349,-73.82917258
400,40.85417349,-73.82083924
400,40.85417349,-73.81250591
400,40.85417349,-73.80417257
400,40.85417349,-73.79583924
400,40.85417349,-73.7875059
400,40.86250682,-73.93750593
400,40.86250682,-73.9291726
400,40.86250682,-73.92083926
400,40.86250682,-73.91250593
400,40.86250682,-73.90417259
400,40.86250682,-73.89583926
400,40.86250682,-73.88750592
400,40.86250682,-73.87917259
400,40.86250682,-73.87083925
400,40.86250682,-73.86250592
400,40.86250682,-73.85417258
400,40.86250682,-73.84583925
400,40.86250682,-73.83750591
400,40.86250682,-73.82917258
400,40.86250682,-73.82083924
400,40.86250682,-73.81250591
400,40.86250682,-73.80417257
400,40.86250682,-73.79583924
400,40.86250682,-73.7875059
400,40.87084016,-73.93750593
400,40.87084016,-73.9291726
400,40.87084016,-73.92083926
400,40.87084016,-73.91250593
400,40.87084016,-73.90417259
400,40.87084016,-73.89583926
400,40.87084016,-73.88750592
400,40.87084016,-73.87917259
400,40.87084016,-73.87083925
400,40.87084016,-73.86250592
400,40.87084016,-73.85417258
400,40.87084016,-73.84583925
400,40.87084016,-73.83750591
400,40.87084016,-73.82917258
400,40.87084016,-73.82083924
400,40.87084016,-73.81250591
400,40.87084016,-73.80417257
400,40.87084016,-73.79583924
400,40.87917349,-73.92083926
400,40.87917349,-73.91250593
400,40.87917349,-73.90417259
400,40.87917349,-73.89583926
400,40.87917349,-73.88750592
400,40.87917349,-73.87917259
400,40.87917349,-73.87083925
400,40.87917349,-73.86250592
400,40.87917349,-73.85417258
400,40.87917349,-73.84583925
400,40.87917349,-73.83750591
400,40.87917349,-73.82917258
400,40.87917349,-73.82083924
400,40.87917349,-73.81250591
400,40.88750683,-73.87917259
400,40.88750683,-73.87083925
400,40.88750683,-73.86250592
400,40.88750683,-73.85417258
