CEILING,LATITUDE,LONGITUDE
0,40.7625068,-73.99583928
400,40.7625068,-73.98750594
400,40.7625068,-73.97917261
400,40.7625068,-73.97083927
400,40.7625068,-73.96250594
0,40.7625068,-73.9541726
0,40.7625068,-73.94583927
100,40.7625068,-73.93750593
0,40.7625068,-73.9291726
0,40.7625068,-73.92083926
0,40.7625068,-73.91250593
0,40.7625068,-73.90417259
0,40.7625068,-73.89583926
0,40.7625068,-73.88750592
0,40.7625068,-73.87917259
0,40.7625068,-73.87083925
0,40.7625068,-73.86250592
0,40.7625068,-73.85417258
0,40.7625068,-73.84583925
0,40.7625068,-73.83750591
0,40.7625068,-73.82917258
0,40.7625068,-73.82083924
0,40.7625068,-73.81250591
0,40.7625068,-73.80417257
100,40.7625068,-73.79583924
100,40.7625068,-73.7875059
100,40.7625068,-73.77917257
100,40.7625068,-73.77083923
200,40.7625068,-73.7625059
200,40.7625068,-73.75417256
200,40.7625068,-73.74583923
200,40.7625068,-73.73750589
200,40.7625068,-73.72917256
200,40.7625068,-73.72083922
200,40.7625068,-73.71250589
0,40.77084014,-73.99583928
400,40.77084014,-73.98750594
400,40.77084014,-73.97917261
400,40.77084014,-73.97083927
400,40.77084014,-73.96250594
400,40.77084014,-73.9541726
300,40.77084014,-73.94583927
300,40.77084014,-73.93750593
100,40.77084014,-73.9291726
100,40.77084014,-73.92083926
0,40.77084014,-73.91250593
